"input_id","run","biosample","bioproject","organism"
"ERR388331","                                <Run acc=""ERR388331"" total_spots=""2030408"" total_bases=""406081600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661289","                                <Run acc=""SRR1661289"" total_spots=""622134"" total_bases=""374096108"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388332","                                <Run acc=""ERR388332"" total_spots=""2136123"" total_bases=""427224600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827325","                                <Run acc=""SRR5827325"" total_spots=""958629"" total_bases=""284526149"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133935","                                <Run acc=""ERR2133935"" total_spots=""1462139"" total_bases=""424415975"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363663","                                <Run acc=""ERR363663"" total_spots=""1970694"" total_bases=""394138800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827072","                                <Run acc=""SRR5827072"" total_spots=""688722"" total_bases=""201850698"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133913","                                <Run acc=""ERR2133913"" total_spots=""1415832"" total_bases=""402728077"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133902","                                <Run acc=""ERR2133902"" total_spots=""1251251"" total_bases=""350283638"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661236","                                <Run acc=""SRR1661236"" total_spots=""663385"" total_bases=""398902506"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827231","                                <Run acc=""SRR5827231"" total_spots=""763963"" total_bases=""220384725"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191801","                                <Run acc=""ERR191801"" total_spots=""2869664"" total_bases=""573932800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363647","                                <Run acc=""ERR363647"" total_spots=""1846205"" total_bases=""369241000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827183","                                <Run acc=""SRR5827183"" total_spots=""767502"" total_bases=""220674992"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827306","                                <Run acc=""SRR5827306"" total_spots=""825048"" total_bases=""238690956"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388449","                                <Run acc=""ERR388449"" total_spots=""2035321"" total_bases=""407064200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449510","                                <Run acc=""ERR449510"" total_spots=""1983245"" total_bases=""396649000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661177","                                <Run acc=""SRR1661177"" total_spots=""623523"" total_bases=""214088898"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827213","                                <Run acc=""SRR5827213"" total_spots=""779673"" total_bases=""224837284"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827184","                                <Run acc=""SRR5827184"" total_spots=""675170"" total_bases=""196666539"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR976912","                                <Run acc=""ERR976912"" total_spots=""966272"" total_bases=""291814144"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827157","                                <Run acc=""SRR5827157"" total_spots=""749684"" total_bases=""208873199"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388327","                                <Run acc=""ERR388327"" total_spots=""1853055"" total_bases=""370611000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133900","                                <Run acc=""ERR2133900"" total_spots=""1942309"" total_bases=""542730090"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661260","                                <Run acc=""SRR1661260"" total_spots=""587006"" total_bases=""352970893"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827087","                                <Run acc=""SRR5827087"" total_spots=""958197"" total_bases=""272383398"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827341","                                <Run acc=""SRR5827341"" total_spots=""674826"" total_bases=""198136455"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827023","                                <Run acc=""SRR5827023"" total_spots=""593697"" total_bases=""172874587"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827152","                                <Run acc=""SRR5827152"" total_spots=""708642"" total_bases=""197372392"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352786","                                <Run acc=""ERR352786"" total_spots=""1957835"" total_bases=""391567000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827197","                                <Run acc=""SRR5827197"" total_spots=""930612"" total_bases=""267968933"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827137","                                <Run acc=""SRR5827137"" total_spots=""596738"" total_bases=""175891461"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133912","                                <Run acc=""ERR2133912"" total_spots=""1335878"" total_bases=""383852358"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827370","                                <Run acc=""SRR5827370"" total_spots=""666354"" total_bases=""196760866"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133932","                                <Run acc=""ERR2133932"" total_spots=""1216333"" total_bases=""351929096"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR350032","                                <Run acc=""ERR350032"" total_spots=""1849260"" total_bases=""369852000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661239","                                <Run acc=""SRR1661239"" total_spots=""725869"" total_bases=""436464637"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133931","                                <Run acc=""ERR2133931"" total_spots=""1109738"" total_bases=""312790251"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR352792","                                <Run acc=""ERR352792"" total_spots=""1837436"" total_bases=""367487200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827126","                                <Run acc=""SRR5827126"" total_spots=""798201"" total_bases=""230425633"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827354","                                <Run acc=""SRR5827354"" total_spots=""1034860"" total_bases=""307127158"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR449468","                                <Run acc=""ERR449468"" total_spots=""2121526"" total_bases=""424305200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661162","                                <Run acc=""SRR1661162"" total_spots=""1381216"" total_bases=""444081843"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR191779","                                <Run acc=""ERR191779"" total_spots=""2180706"" total_bases=""436141200"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827116","                                <Run acc=""SRR5827116"" total_spots=""740069"" total_bases=""218247717"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388306","                                <Run acc=""ERR388306"" total_spots=""2325857"" total_bases=""465171400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133947","                                <Run acc=""ERR2133947"" total_spots=""1024198"" total_bases=""490607487"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR363584","                                <Run acc=""ERR363584"" total_spots=""2183493"" total_bases=""436698600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827217","                                <Run acc=""SRR5827217"" total_spots=""612803"" total_bases=""179130776"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133925","                                <Run acc=""ERR2133925"" total_spots=""1314827"" total_bases=""372051317"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827154","                                <Run acc=""SRR5827154"" total_spots=""730336"" total_bases=""210452155"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133923","                                <Run acc=""ERR2133923"" total_spots=""1365614"" total_bases=""384061783"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133897","                                <Run acc=""ERR2133897"" total_spots=""1974226"" total_bases=""564348240"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827299","                                <Run acc=""SRR5827299"" total_spots=""829116"" total_bases=""241821444"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388437","                                <Run acc=""ERR388437"" total_spots=""1894957"" total_bases=""378991400"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827288","                                <Run acc=""SRR5827288"" total_spots=""1071507"" total_bases=""316185869"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827264","                                <Run acc=""SRR5827264"" total_spots=""798176"" total_bases=""233984662"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR222899","                                <Run acc=""ERR222899"" total_spots=""2006789"" total_bases=""401357800"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133896","                                <Run acc=""ERR2133896"" total_spots=""1966934"" total_bases=""571466055"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133904","                                <Run acc=""ERR2133904"" total_spots=""1348535"" total_bases=""389385115"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133908","                                <Run acc=""ERR2133908"" total_spots=""1455503"" total_bases=""413890063"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR1661180","                                <Run acc=""SRR1661180"" total_spots=""359760"" total_bases=""216327960"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"SRR5827240","                                <Run acc=""SRR5827240"" total_spots=""708375"" total_bases=""208449928"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR2133906","                                <Run acc=""ERR2133906"" total_spots=""1395559"" total_bases=""391746043"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR388398","                                <Run acc=""ERR388398"" total_spots=""1999875"" total_bases=""399975000"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
"ERR485168","                                <Run acc=""ERR485168"" total_spots=""1948618"" total_bases=""389723600"" load_done=""true"" is_public=""true"" cluster_name=""public"" static_data_available=""true""/>                                ",NA,NA,NA
